author,poem_name,TOTAL_WORD_COUNT,UNIQUE_WORD_COUNT,TYPE_TOKEN_RATIO,AVG_WORD_LENGTH,STD_WORD_LENGTH,HAPAX_LEGOMENA,FUNCTION_WORD_FREQ,STOP_WORD_RATIO,CHAR_UNIGRAM_ENTROPY,CHAR_BIGRAM_ENTROPY,CHAR_TRIGRAM_ENTROPY,CHAR_DIVERSITY,RARE_CHAR_RATIO,AVG_SYLLABLES_PER_WORD,AVG_LINE_LENGTH_WORDS,AVG_STANZA_LENGTH,TOTAL_LINES,ANAPHORA_SCORE,EPIPHORA_SCORE,ENJAMBMENT_RATIO,ESTIMATED_NOUN_COUNT,ESTIMATED_VERB_COUNT,NOUN_VERB_RATIO,READABILITY_SCORE,Emotion,Sentiment
manickavasagar,திருத்தசாங்கம் - அடிமை கொண்ட முறைமை,152,144,0.947368421,8.671052632,3.021363224,138,1,0.006578947,4.675968007,7.627753655,9.141039492,38,0.18952949,4.717105263,3.707317073,41,41,0.0,0.048780488,0.756097561,16,1,16.0,72.36363636,Devotion,Positive
manickavasagar,திருத்தெள்ளேணம்,319,266,0.833855799,9.087774295,2.759731894,254,0,0.0,4.599923555,7.66000834,9.379073894,37,0.176542831,4.968652038,3.938271605,81,81,0.0,0.037037037,0.75308642,16,2,8.0,69.61904762,Devotion,Positive
manickavasagar,திருத்தோள் நோக்கம் - பிரபஞ்ச சுத்தி,224,198,0.883928571,8.660714286,2.709288162,193,1,0.0,4.607778867,7.763595307,9.497926108,37,0.185759927,4.758928571,3.929824561,57,57,0.0,0.035087719,0.754385965,12,3,4.0,70.13333333,Devotion,Positive
manickavasagar,திருப்படை ஆட்சி - சீவஉபாதி ஒழிதல்,369,288,0.780487805,6.777777778,2.243797701,259,1,0.002710027,4.599445642,7.572056749,9.144007898,39,0.139688042,3.777777778,5.765625,64,64,0.0,0.078125,0.875,15,0,0.0,18.0,Devotion,Positive
manickavasagar,திருப்படை எழுச்சி - பிரபஞ்சப் போர்,34,33,0.970588235,8.676470588,2.631490164,32,1,0.0,4.622737778,6.887389772,7.763232669,34,0.204819277,4.794117647,3.777777778,9,9,0.0,0.111111111,0.777777778,5,3,1.666666667,77.33333333,Devotion,Positive
manickavasagar,திருப்பள்ளியெழுச்சி - திரோதான சுத்தி,308,261,0.847402597,7.983766234,2.716543133,241,3,0.00974026,4.634285904,7.687852557,9.373824201,37,0.171213209,4.422077922,3.802469136,81,81,0.037037037,0.086419753,0.87654321,19,4,4.75,44.0,Devotion,Positive
manickavasagar,திருப்புலம்பல் - சிவானநத முதிர்வு,50,48,0.96,9.3,2.586503431,46,0,0.0,4.696137368,7.309647347,8.232562079,34,0.192307692,5.04,3.846153846,13,13,0.0,0.0,0.769230769,5,0,0.0,75.0,Devotion,Positive
manickavasagar,திருப்பூவல்லி - மாயா விசயம் நீக்குதல்,327,274,0.837920489,8.443425076,2.42357393,263,1,0.003058104,4.609500543,7.712045888,9.455503262,37,0.171730093,4.599388379,4.037037037,81,81,0.012345679,0.037037037,0.75308642,24,4,6.0,68.85714286,Devotion,Positive
manickavasagar,திருப்பொன்னூசல் - அருட் சுத்தி,217,186,0.857142857,8.129032258,2.691843882,176,0,0.0,4.638694507,7.674904031,9.21066942,36,0.176676677,4.419354839,3.945454545,55,55,0.0,0.054545455,0.836363636,19,2,9.5,56.6,Devotion,Positive
manickavasagar,திருப்பொற் சுண்ணம் - ஆனந்த மனோலயம்,475,409,0.861052632,8.894736842,3.250501772,374,0,0.0,4.570762532,7.734528512,9.64812281,40,0.194977843,4.945263158,2.950310559,161,161,0.043478261,0.080745342,0.875776398,36,2,18.0,54.76190476,Devotion,Positive
manickavasagar,திருவண்டப் பகுதி,762,637,0.835958005,6.896325459,2.118785404,578,5,0.007874016,4.599391624,7.784755689,9.862521866,41,0.194925029,3.824146982,4.163934426,183,183,0.016393443,0.027322404,1.0,36,5,7.2,-662.0,Devotion,Positive
manickavasagar,திருவார்த்தை - அறிவித் தன்புறுத்தல்,240,208,0.866666667,8.195833333,2.764202592,191,0,0.0,4.625101899,7.691046998,9.315575215,39,0.170260557,4.595833333,5.853658537,41,41,0.048780488,0.073170732,0.756097561,10,3,3.333333333,56.36363636,Devotion,Positive
manickavasagar,திருவெம்பாவை,678,602,0.887905605,8.178466077,2.785181395,559,3,0.002949853,4.6466718,7.883246147,9.947642344,40,0.19412516,4.498525074,4.211180124,161,161,0.043478261,0.062111801,0.875776398,47,8,5.875,35.42857143,Devotion,Positive
manickavasagar,நீத்தல் விண்ணப்பம்,1044,839,0.803639847,7.979885057,3.298463822,777,2,0.001915709,4.617862805,7.813277309,9.893832125,40,0.177432974,4.341954023,5.194029851,201,201,0.0,0.029850746,0.751243781,55,7,7.857142857,59.05882353,Devotion,Positive
manickavasagar,பண்டாய நான்மறை - அனுபவத்து ஐயமின்மை உரைத்தல்,105,102,0.971428571,8.361904762,2.892103566,100,1,0.00952381,4.596956838,7.449548587,8.775816781,34,0.1937751,4.542857143,3.620689655,29,29,0.0,0.0,0.75862069,7,2,3.5,73.75,Devotion,Positive
manickavasagar,பிடித்த பத்து - முத்திக்கலப்புரைத்தல்,265,190,0.716981132,7.81509434,2.250316223,172,0,0.0,4.611052815,7.537922839,9.051112097,37,0.157537155,4.230188679,6.463414634,41,41,0.0,0.073170732,0.756097561,1,0,0.0,51.81818182,Devotion,Positive
manickavasagar,புணர்ச்சிப்பத்து -அத்துவித இலக்கணம்,270,218,0.807407407,7.318518519,2.730220048,202,1,0.003703704,4.539346123,7.524252125,9.088704983,37,0.184547461,3.985185185,6.585365854,41,41,0.0,0.024390244,0.756097561,16,1,16.0,50.90909091,Devotion,Positive
manickavasagar,போற்றித் திருஅகவல்,980,681,0.694897959,6.142857143,2.081502597,600,12,0.016326531,4.567506967,7.568036587,9.472285354,40,0.200370265,3.462244898,4.336283186,226,226,0.022123894,0.008849558,1.0,23,7,3.285714286,-1860.0,Devotion,Positive
manickavasagar,யாத்திரைப் பத்து - அனுபவ அதீதம் உரைத்தல்,236,217,0.919491525,7.966101695,2.664684938,201,0,0.0,4.587101588,7.586532017,9.250652061,36,0.179391101,4.31779661,5.756097561,41,41,0.024390244,0.024390244,0.756097561,29,14,2.071428571,57.09090909,Devotion,Positive
manickavasagar,வாழாப்பத்து - முத்தி உபாயம்,242,142,0.58677686,8.508264463,3.43684669,122,0,0.0,4.602117385,7.349971403,8.603544438,36,0.183189655,4.570247934,5.902439024,41,41,0.0,0.073170732,0.756097561,12,0,0.0,56.0,Devotion,Positive
